  0.188972667       3.35708785       4.37473822       4.76349926       4.95565224    
  0.244074285       2.19556975       3.18727112       3.57235980       3.76246238    
  0.299175888       1.47664356       2.44037652       2.82155395       3.00944471    
  0.354277521      0.991538048       1.92778254       2.30533481       2.49107671    
  0.409379125      0.648233294       1.55565846       1.92929971       2.11276913    
  0.464480728      0.395858914       1.27397013       1.64353025       1.82466936    
  0.519582331      0.203155845       1.05324030       1.41900623       1.59793389    
  0.574683964       5.25828339E-02  0.875845611       1.23806465       1.41489279    
  0.629785597      -6.58123419E-02  0.730865359       1.08944011       1.26417112    
  0.684887171     -0.160164535      0.610425413      0.965299845       1.13795817    
  0.739988804     -0.237284482      0.508560538      0.859968841       1.03067744    
  0.795090437     -0.298916787      0.422190875      0.769841254      0.938557029    
  0.850192010     -0.351263136      0.347076714      0.691460788      0.858389318    
  0.905293643     -0.393533498      0.282224625      0.623099804      0.788216472    
  0.960395277     -0.430093557      0.224790379      0.562597334      0.726087213    
   1.01549685     -0.459372103      0.174694747      0.509117246      0.670933425    
   1.07059848     -0.484653920      0.129879802      0.461202472      0.621478498    
   1.12570012     -0.506224394       8.97202343E-02  0.418091029      0.576916814    
   1.18080175     -0.523604095       5.40738516E-02  0.379308343      0.536673605    
   1.23590338     -0.538334370       2.18973309E-02  0.344097674      0.500075221    
   1.29100490     -0.550577223      -7.14295311E-03  0.312042445      0.466678560    
   1.34610653     -0.561799884      -3.40207294E-02  0.282518804      0.435959458    
   1.40120816     -0.570380390      -5.80634438E-02  0.255593956      0.407806844    
   1.45630980     -0.577418923      -7.99876675E-02  0.230814263      0.381841749    
   1.51141143     -0.583328664     -0.100144647      0.207895756      0.357797682    
   1.56651306     -0.588601768     -0.118926190      0.186558068      0.335424781    
   1.62161458     -0.592483401     -0.135991588      0.166830972      0.314660788    
   1.67671621     -0.595669985     -0.151819810      0.148430511      0.295276612    
   1.73181784     -0.598058045     -0.166417897      0.131273657      0.277165443    
   1.78691947     -0.600216508     -0.180196255      0.115124375      0.260140806    
   1.84202111     -0.601058424     -0.192526907      0.100175902      0.244266748    
   1.89712274     -0.601900399     -0.204281479       8.60205516E-02  0.229270488    
   1.95222425     -0.602343082     -0.215252504       7.26943910E-02  0.215136454    
   2.00732589     -0.602893710     -0.225816399       6.00002073E-02  0.201719820    
   2.06242752     -0.602442741     -0.235262886       4.81924489E-02  0.189137504    
   2.11752915     -0.601868331     -0.244206712       3.69848013E-02  0.177200124    
   2.17263079     -0.601453543     -0.252878338       2.62506492E-02  0.165812075    
   2.22773242     -0.600363314     -0.260715723       1.61970090E-02  0.155071199    
   2.28283405     -0.599054754     -0.268057048       6.65923767E-03  0.144864410    
   2.33793569     -0.598195434     -0.275413364      -2.60032970E-03  0.135038272    
   2.39303732     -0.596791804     -0.282077312      -1.13035357E-02  0.125736982    
   2.44813871     -0.595097244     -0.288244277      -1.95498504E-02  0.116889425    
   2.50324035     -0.593679667     -0.294361174      -2.75463145E-02  0.108363792    
   2.55834198     -0.592097342     -0.300108463      -3.51717174E-02  0.100217983    
   2.61344361     -0.590350628     -0.305496365      -4.24435623E-02   9.24312100E-02
   2.66854525     -0.588618159     -0.310676932      -4.94398177E-02   8.49487409E-02
   2.72364688     -0.586863399     -0.315633535      -5.61647937E-02   7.77590126E-02
   2.77874851     -0.584928870     -0.320247352      -6.25767559E-02   7.08777085E-02
   2.83385015     -0.583073378     -0.324739099      -6.87818006E-02   6.42359853E-02
   2.88895178     -0.581430197     -0.329233170      -7.48443678E-02   5.77895418E-02
   2.94405341     -0.579427660     -0.333257079      -8.05631801E-02   5.16477972E-02
   2.99915504     -0.577613771     -0.337281168      -8.61543491E-02   4.56800088E-02
   3.05425668     -0.575739563     -0.341101080      -9.15338397E-02   3.99289392E-02
   3.10935831     -0.573780894     -0.344700694      -9.67003703E-02   3.43900509E-02
   3.16445971     -0.571821034     -0.348158121     -0.101694770       2.90348437E-02
   3.21956134     -0.570070088     -0.351668596     -0.106611393       2.38041356E-02
   3.27466297     -0.568188190     -0.354933858     -0.111319788       1.87690519E-02
   3.32976460     -0.566469729     -0.358226001     -0.115948945       1.38509041E-02
   3.38486624     -0.564582109     -0.361245066     -0.120365486       9.12317820E-03
   3.43996787     -0.562762916     -0.364213645     -0.124675632       4.52080974E-03
   3.49506950     -0.561038077     -0.367161989     -0.128897503       2.99226613E-05
   3.55017114     -0.559261918     -0.369957030     -0.132972702      -4.31870855E-03
   3.60527277     -0.557572782     -0.372734189     -0.136967689      -8.56664125E-03
   3.66037440     -0.555854619     -0.375385940     -0.140835121      -1.26891080E-02
   3.71547604     -0.554212213     -0.378017247     -0.144627169      -1.67191233E-02
   3.77057767     -0.552564204     -0.380552113     -0.148310632      -2.06397977E-02
   3.82567906     -0.550963521     -0.383045733     -0.151914060      -2.44701430E-02
   3.88078070     -0.549396157     -0.385487497     -0.155434757      -2.82108020E-02
   3.93588233     -0.547839046     -0.387856871     -0.158865005      -3.18593644E-02
   3.99098396     -0.546350121     -0.390215278     -0.162236229      -3.54362614E-02
   4.04608583     -0.544848979     -0.392483234     -0.165512100      -3.89220379E-02
   4.10118723     -0.543432057     -0.394762397     -0.168743268      -4.23483290E-02
   4.15628862     -0.541993141     -0.396944940     -0.171879292      -4.56870981E-02
   4.21139050     -0.540602565     -0.399105996     -0.174957931      -4.89622653E-02
   4.26649189     -0.539285004     -0.401273996     -0.177994475      -5.21845035E-02
   4.32159376     -0.537947357     -0.403352439     -0.180943176      -5.53281493E-02
   4.37669516     -0.536688983     -0.405448586     -0.183857575      -5.84264621E-02
   4.43179703     -0.535461009     -0.407512248     -0.186714232      -6.14669062E-02
   4.48689842     -0.534251034     -0.409531623     -0.189508349      -6.44478872E-02
   4.54200029     -0.533030868     -0.411477029     -0.192226142      -6.73623532E-02
   4.59710169     -0.531895339     -0.413453132     -0.194919989      -7.02429786E-02
   4.65220356     -0.530755520     -0.415364116     -0.197543457      -7.30629712E-02
   4.70730495     -0.529704392     -0.417313635     -0.200148404      -7.58548006E-02
   4.76240683     -0.528645039     -0.419195801     -0.202683151      -7.85882547E-02
   4.81750822     -0.527619898     -0.421058476     -0.205171898      -8.12790170E-02
   4.87260962     -0.526597083     -0.422866791     -0.207597911      -8.39177966E-02
   4.92771149     -0.525625050     -0.424676120     -0.209989041      -8.65226090E-02
   4.98281288     -0.524704278     -0.426487952     -0.212346479      -8.90951678E-02
   5.03791475     -0.523789883     -0.428252399     -0.214645848      -9.16212872E-02
   5.09301615     -0.522909462     -0.430001408     -0.216903314      -9.41118002E-02
   5.14811802     -0.522081375     -0.431756705     -0.219129890      -9.65744406E-02
   5.20321941     -0.521252871     -0.433458567     -0.221296266      -9.89916325E-02
   5.25832129     -0.520426333     -0.435110033     -0.223404229     -0.101365082    
   5.31342268     -0.519655466     -0.436773509     -0.225484759     -0.103715099    
   5.36852455     -0.518924475     -0.438431323     -0.227529302     -0.106037028    
   5.42362595     -0.518187284     -0.440030754     -0.229512006     -0.108314954    
   5.47872782     -0.517475903     -0.441609263     -0.231451496     -0.110561341    
   5.53382921     -0.516834497     -0.443218529     -0.233373195     -0.112793319    
   5.58893061     -0.516166568     -0.444746882     -0.235222459     -0.114975944    
   5.64403248     -0.515534937     -0.446267664     -0.237035349     -0.117133148    
   5.69913387     -0.514916718     -0.447754741     -0.238799170     -0.119257092    
   5.75423574     -0.514352798     -0.449256122     -0.240537360     -0.121363759    
   5.80933714     -0.513798952     -0.450720549     -0.242225066     -0.123437129    
   5.86443901     -0.513225257     -0.452113479     -0.243845806     -0.125466347    
   5.91954041     -0.512643278     -0.453448772     -0.245406613     -0.127456233    
   5.97464228     -0.512212694     -0.454913467     -0.246997029     -0.129468232    
   6.02974367     -0.511705339     -0.456241190     -0.248489723     -0.131415784    
   6.08484554     -0.511229038     -0.457558542     -0.249945357     -0.133340552    
   6.13994694     -0.510783911     -0.458865911     -0.251364201     -0.135243014    
   6.19504881     -0.510348976     -0.460139334     -0.252735108     -0.137115568    
   6.25015020     -0.509927154     -0.461382657     -0.254060090     -0.138959765    
   6.30525160     -0.509518743     -0.462596625     -0.255339742     -0.140776083    
   6.36035347     -0.509124339     -0.463782519     -0.256574899     -0.142565191    
   6.41545486     -0.508741736     -0.464938313     -0.257764935     -0.144326612    
   6.47055674     -0.508394539     -0.466091871     -0.258922786     -0.146069899    
   6.52565813     -0.508074462     -0.467234075     -0.260044426     -0.147792220    
   6.58076000     -0.507734537     -0.468311071     -0.261105895     -0.149475694    
   6.63586140     -0.507414699     -0.469369829     -0.262128770     -0.151136220    
   6.69096327     -0.507109046     -0.470403999     -0.263110578     -0.152771860    
   6.74606466     -0.506822348     -0.471419692     -0.264054358     -0.154384822    
   6.80116653     -0.506502032     -0.472357213     -0.264934391     -0.155955017    
   6.85626793     -0.506246448     -0.473330140     -0.265800804     -0.157521084    
   6.91136932     -0.505995810     -0.474270493     -0.266624212     -0.159060121    
   6.96647120     -0.505731046     -0.475157261     -0.267396212     -0.160565063    
   7.02157259     -0.505509734     -0.476056814     -0.268145651     -0.162058666    
   7.07667446     -0.505261540     -0.476889759     -0.268839329     -0.163513958    
   7.13177586     -0.505034983     -0.477712095     -0.269501507     -0.164950147    
   7.18687773     -0.504823685     -0.478517175     -0.270129830     -0.166365087    
   7.24197912     -0.504627228     -0.479305357     -0.270724893     -0.167759016    
   7.29708099     -0.504449248     -0.480081230     -0.271289110     -0.169133633    
   7.35218239     -0.504236102     -0.480785489     -0.271798998     -0.170468628    
   7.40728426     -0.504084170     -0.481527001     -0.272299111     -0.171801537    
   7.46238565     -0.503894866     -0.482196003     -0.272746027     -0.173094705    
   7.51748753     -0.503725171     -0.482857168     -0.273166180     -0.174370468    
   7.57258892     -0.503569126     -0.483504415     -0.273557693     -0.175626859    
   7.62769032     -0.503426790     -0.484138638     -0.273921430     -0.176864266    
   7.68279219     -0.503304064     -0.484766901     -0.274260640     -0.178085253    
   7.73789358     -0.503152907     -0.485336959     -0.274555981     -0.179271847    
   7.79299545     -0.502995670     -0.485874385     -0.274818063     -0.180432960    
   7.84809685     -0.502906561     -0.486461461     -0.275078237     -0.181597188    
   7.90319872     -0.502781689     -0.486984730     -0.275294602     -0.182725355    
   7.95830011     -0.502670348     -0.487498879     -0.275488198     -0.183836505    
   8.01340199     -0.502558172     -0.487989098     -0.275654197     -0.184925586    
   8.06850338     -0.502430499     -0.488440156     -0.275787771     -0.185987428    
   8.12360477     -0.502334476     -0.488903850     -0.275908202     -0.187040091    
   8.17870712     -0.502244353     -0.489353031     -0.276006162     -0.188074261    
   8.23380852     -0.502160132     -0.489788204     -0.276082456     -0.189090207    
   8.28890991     -0.502062142     -0.490188777     -0.276130497     -0.190080926    
   8.34401131     -0.501977026     -0.490584195     -0.276161164     -0.191056713    
   8.39911270     -0.501903594     -0.490973800     -0.276174694     -0.192017451    
   8.45421505     -0.501787663     -0.491300106     -0.276152223     -0.192943349    
   8.50931644     -0.501737118     -0.491679192     -0.276133448     -0.193874702    
   8.56441784     -0.501680970     -0.492035657     -0.276093364     -0.194785506    
   8.61951923     -0.501583099     -0.492331594     -0.276020259     -0.195662782    
   8.67462158     -0.501530290     -0.492660075     -0.275945216     -0.196538836    
   8.72972298     -0.501486599     -0.492983192     -0.275856197     -0.197400659    
   8.78482437     -0.501419604     -0.493267238     -0.275742888     -0.198236719    
   8.83992577     -0.501363754     -0.493549138     -0.275617659     -0.199059904    
