  0.100000001       2.04234109E-16  -6.16123973E-15  0.668006063    
  0.129158512      -9.92512444E-16  -5.88122419E-15  0.677873373    
  0.158317015       9.84270218E-17  -8.57806613E-15  0.688968003    
  0.187475532      -7.13209047E-16  -2.52698028E-15  0.700403929    
  0.216634035      -1.01676554E-15  -7.09703623E-15  0.712926209    
  0.245792553      -5.83037236E-16  -3.83189659E-15  0.726270676    
  0.274951071      -2.86692039E-16  -5.74915312E-15  0.739692688    
  0.304109573      -6.86132421E-16  -4.82344987E-15  0.753188133    
  0.333268076      -2.46445549E-15   3.46171539E-16  0.767198503    
  0.362426579       2.25137694E-15  -2.76771742E-15  0.781613648    
  0.391585112      -1.68328761E-15   1.60003073E-15  0.795979679    
  0.420743614      -2.48760702E-15  -1.15091483E-14  0.811003387    
  0.449902117      -1.59956412E-15  -2.81895995E-15  0.825558901    
  0.479060620      -6.46283968E-16  -1.20234778E-16  0.840647101    
  0.508219123      -1.05631414E-15   1.41808117E-15  0.855303943    
  0.537377656       1.11202286E-15  -3.96738543E-15  0.870554626    
  0.566536188      -3.38918444E-15  -6.82549356E-15  0.885561645    
  0.595694661      -7.07325154E-15  -6.70907640E-16  0.900503278    
  0.624853194       2.89147429E-16  -2.01626897E-15  0.915818632    
  0.654011667      -2.15236302E-15  -4.77428850E-15  0.931112349    
  0.683170199      -5.54721242E-15   7.04532836E-16  0.946489811    
  0.712328732      -4.88238388E-15  -1.00798776E-14  0.961483121    
  0.741487205      -4.35844784E-15  -3.75894460E-15  0.976891398    
  0.770645738      -9.21912671E-16  -1.21662487E-15  0.992360115    
  0.799804211      -4.48525630E-15  -1.08960548E-14   1.00780118    
  0.828962743      -8.26313590E-15  -5.45567653E-15   1.02306843    
  0.858121276      -5.66880612E-15   5.01468704E-15   1.03856409    
  0.887279749      -3.98405631E-15   1.49113978E-15   1.05403590    
  0.916438282       1.60035208E-15   1.02417665E-15   1.06958055    
  0.945596814      -8.99653683E-15  -6.27963376E-15   1.08497763    
  0.974755287       4.53649882E-16  -3.25244177E-15   1.10077548    
   1.00391376      -4.66432330E-15   1.23254401E-15   1.11639106    
   1.03307235      -9.07787825E-15  -8.47401491E-15   1.13204050    
   1.06223083      -5.12361336E-15  -7.56438623E-15   1.14750600    
   1.09138930      -8.25288849E-15  -1.97718877E-15   1.16334856    
   1.12054789      -5.40262093E-15  -6.80395817E-15   1.17916656    
   1.14970636       5.71263742E-16  -1.30937667E-15   1.19483793    
   1.17886484      -9.02727269E-16  -2.77709154E-15   1.21079135    
   1.20802343      -6.16607714E-15   1.85442173E-15   1.22681844    
   1.23718190       4.65960490E-15  -8.65923645E-15   1.24260294    
   1.26634037      -8.73355174E-15   6.66700310E-15   1.25865042    
   1.29549897      -7.04386797E-15  -3.52150051E-15   1.27484584    
   1.32465744      -8.43533378E-16  -4.81319696E-16   1.29092288    
   1.35381591      -8.49091746E-15  -2.23489749E-15   1.30710816    
   1.38297439      -8.44202248E-15  -2.03427244E-15   1.32341063    
   1.41213298      -7.30374657E-15  -1.03857219E-15   1.33975422    
   1.44129145      -1.04065316E-14   1.02108771E-14   1.35616434    
   1.47044992      -1.30633021E-14  -5.45666587E-15   1.37272382    
   1.49960852      -5.12237669E-15   5.23242829E-15   1.38931835    
   1.52876699      -4.19255559E-15  -1.19222428E-14   1.40589678    
   1.55792546      -8.41127169E-16   9.35771761E-15   1.42272556    
   1.58708405      -1.28057050E-14  -5.69567570E-15   1.43955946    
   1.61624253      -8.32967965E-15   1.20086042E-15   1.45652223    
   1.64540100      -1.43610523E-14  -4.79007338E-15   1.47362816    
   1.67455959      -2.47635948E-15   5.74046468E-15   1.49084496    
   1.70371807      -1.44966453E-14  -5.17193151E-15   1.50809443    
   1.73287654      -7.00333151E-15  -2.94553929E-15   1.52552092    
   1.76203501      -6.20629299E-15  -4.98160236E-15   1.54301608    
   1.79119360      -9.76233847E-16   7.41127910E-15   1.56071198    
   1.82035208      -1.60701666E-14  -1.89988982E-15   1.57852304    
   1.84951055      -2.71155596E-15   7.08488173E-15   1.59644902    
   1.87866914       6.51767924E-15  -3.20129877E-15   1.61454308    
   1.90782762      -1.70217234E-14   1.08834342E-15   1.63276720    
   1.93698609      -9.82248120E-15   1.19024638E-14   1.65116620    
   1.96614468      -1.37142478E-14   1.83740907E-15   1.66970885    
   1.99530315      -1.22784617E-14   6.10416496E-15   1.68842590    
   2.02446175      -2.03221060E-14   1.49608899E-15   1.70730996    
   2.05362010      -3.28973231E-14   1.60837987E-14   1.72637081    
   2.08277869      -2.06030431E-14   1.68581029E-15   1.74561691    
   2.11193728      -1.22344854E-14   9.43578610E-15   1.76504517    
   2.14109564      -1.52694900E-14   7.88988659E-15   1.78467071    
   2.17025423      -6.24649402E-15  -4.45706704E-15   1.80449021    
   2.19941282      -2.20185639E-14   2.47708009E-15   1.82451642    
   2.22857118      -4.02357591E-16   2.50454672E-16   1.84475005    
   2.25772977      -2.48604712E-14   2.56896944E-14   1.86519659    
   2.28688836      -2.04161131E-14   6.58348227E-15   1.88586402    
   2.31604671      -2.27251757E-14   6.60310675E-15   1.90675640    
   2.34520531      -1.91908985E-14   1.08792065E-14   1.92787695    
   2.37436366      -2.47323202E-15   1.10674790E-14   1.94923437    
   2.40352225      -2.71433216E-14   2.27920896E-14   1.97082198    
   2.43268085      -1.51056417E-14   6.80157631E-15   1.99265897    
   2.46183920      -4.77496460E-14   4.53940915E-14   2.01473784    
   2.49099779      -3.13227126E-14   1.24009181E-14   2.03707886    
   2.52015638      -3.79015184E-15   2.04766361E-15   2.05966735    
   2.54931474      -4.29934070E-14   2.84350316E-14   2.08251476    
   2.57847333      -2.49606312E-14   1.97232960E-14   2.10560632    
   2.60763192      -3.46161935E-14   1.69579079E-14   2.12897396    
   2.63679028      -2.78965338E-14   1.76325798E-14   2.15261412    
   2.66594887      -4.49397193E-14   3.95632522E-14   2.17651224    
   2.69510746      -3.41691939E-14   2.84684826E-14   2.20068216    
   2.72426581      -6.58676808E-14   5.12325032E-14   2.22513652    
   2.75342441      -5.36142650E-14   4.87466072E-14   2.24984407    
   2.78258300      -4.52434111E-14   4.62999322E-14   2.27480412    
   2.81174135      -5.58883553E-14   5.17244972E-14   2.30005503    
   2.84089994       2.12814622E-14  -1.71498083E-14   2.32558393    
   2.87005854      -2.56001139E-14   1.66856478E-14   2.35135651    
   2.89921689      -3.38622224E-14   3.02368028E-14   2.37739229    
   2.92837548      -5.51137471E-14   3.57921768E-14   2.40373373    
   2.95753407      -2.25602499E-14   1.35977130E-14   2.43028927    
   2.98669243      -5.76031532E-14   3.96919537E-14   2.45711279    
   3.01585102      -4.59059535E-14   3.62986652E-14   2.48418093    
   3.04500961       1.00114687E-14  -1.02593308E-14   2.51153040    
   3.07416797      -6.52862028E-14   4.86745687E-14   2.53911161    
   3.10332656      -1.42425053E-13   1.26141312E-13   2.56688619    
   3.13248515      -9.93444625E-14   9.72547035E-14   2.59485650    
   3.16164351      -1.33734495E-13   1.27336103E-13   2.62320471    
   3.19080210      -2.26132098E-14   2.17554500E-14   2.65166593    
   3.21996045      -7.19587828E-14   5.62675279E-14   2.68034530    
   3.24911904       4.39971571E-15  -2.04869593E-15   2.70925093    
   3.27827764      -1.28215093E-13   1.23073670E-13   2.73834419    
   3.30743599      -9.58331789E-14   1.05682675E-13   2.76762009    
   3.33659458      -3.48234964E-14   3.15870817E-14   2.79707217    
   3.36575317      -1.40246850E-13   1.26474514E-13   2.82669592    
   3.39491153      -4.40900165E-14   3.62669116E-14   2.85647583    
   3.42407012      -8.96751274E-14   8.72454574E-14   2.88644218    
   3.45322871      -2.70485301E-14   1.88872863E-14   2.91657376    
   3.48238707      -1.42125298E-13   1.30699854E-13   2.94679427    
   3.51154566      -1.81065666E-13   1.82979107E-13   2.97715211    
   3.54070425      -1.89757281E-13   1.89718724E-13   3.00763392    
   3.56986260      -1.55020189E-13   1.46979624E-13   3.03823709    
   3.59902120      -2.49928794E-13   2.48241911E-13   3.06887054    
